restaurant,product_name,price_toman,collected_at
Atawich,پیتزا ریو پنجره ای بزرگ,1290000,2026-05-25
Atawich,پیتزا مخلوط بزرگ,1135000,2026-05-25
Atawich,پیتزا سبزیجات پنجره ای بزرگ,748000,2026-05-25
Pizzahot,پیتزا سیر دو نفره,832000,2026-05-25
Pizzahot,پیتزا اسپشیال چیلی دو نفره,1490000,2026-05-25
Pizzahot,پیتزا سیسیلی دو نفره,1322000,2026-05-25
Pizzahot,پیتزا تاکو دو نفره,1485000,2026-05-25
Pizzahot,پیتزا پارامیس دو نفره,1363000,2026-05-25
Pizzahot,پیتزا مونترال دو نفره,1230000,2026-05-25
Pizzahot,پیتزا تست آف میکزیکو دو نفره,1546000,2026-05-25
Pizzahot,پیتزا هات دو نفره,1261000,2026-05-25
Pizzahot,پیتزا شیکاگو دو نفره,1282000,2026-05-25
Pizzahot,پیتزا مارگاریتا دو نفره,965000,2026-05-25
Pizzahot,پیتزا سوپریم چیکن دو نفره,1465000,2026-05-25
Pizzahot,پیتزا سبزیجات دو نفره,1139000,2026-05-25
Pizzahot,پیتزا سالامی دو نفره,1230000,2026-05-25
Pizzahot,پیتزا پپرونی دو نفره,1302000,2026-05-25
Pizzahot,پیتزا فونگی دو نفره,999000,2026-05-25
Pizzahot,پیتزا کریپ میکزیکی دو نفره,1474000,2026-05-25
Pizzahot,پیتزا هات داگ  استافدکراست دو نفره,1616000,2026-05-25
Pizzahot,پیتزا چیکن دو نفره,1383000,2026-05-25
Pizzahot,پیتزا یونانی دو نفره,1413000,2026-05-25
Pizzahot,پیتزا رست بیف دو نفره,1474000,2026-05-25
Pizzahot,پیتزا اسپشیال دو نفره,1474000,2026-05-25
Pizzahot,پیتزا کالزونه دو نفره,1465000,2026-05-25
Pizzahot,پیتزا دلیسوزو دو نفره,1230000,2026-05-25
Pizzahot,پیتزا سوپریم گوشت دو نفره,1546000,2026-05-25
Pizzahot,پیتزا 4*1 دو نفره,1465000,2026-05-25
Khatoonpizza,پیتزا رست بیف 30 سانتی,1375000,2026-05-25
Khatoonpizza,پیتزا رست بیف آلفردو 30 سانتی,1385000,2026-05-25
Khatoonpizza,پیتزا سیر و استیک 30 سانتی,1189000,2026-05-25
Khatoonpizza,پیتزا چیکن آلفردو 30 سانتی,845000,2026-05-25
Khatoonpizza,پیتزا سوپر سوپریم 30 سانتی,1125000,2026-05-25
Khatoonpizza,پیتزا پپرونی 30 سانتی,859000,2026-05-25
Khatoonpizza,پیتزا چیکن بیف 30 سانتی,1050000,2026-05-25
Khatoonpizza,پیتزا مکزیکن 30 سانتی,1187000,2026-05-25
Khatoonpizza,پیتزا استیک بوقلمون,865000,2026-05-25
Khatoonpizza,پیتزا کمبو 30 سانتی,1050000,2026-05-25
Khatoonpizza,پیتزا چیکن وجی 30 سانتی,833000,2026-05-25
Haida,پیتزا سبزیجات,570000,2026-05-25
Haida,پیتزا برتولی,620000,2026-05-25
Haida,پیتزا پپرونی,620000,2026-05-25
Haida,پیتزا مرغ هروئیکا,620000,2026-05-25
Haida,پیتزا اورجینال,620000,2026-05-25
Haida,پیتزا گوشت و قارچ,740000,2026-05-25
Harmonykitchen,دوپیو مارگریتا,790000,2026-05-25
Harmonykitchen,بوقلمون و پستو ریحان,1050000,2026-05-25
Harmonykitchen,سیر و استیک,1380000,2026-05-25
Harmonykitchen,فیوکو,1320000,2026-05-25
Harmonykitchen,کربونارا,1300000,2026-05-25
Harmonykitchen,دیاولا,1115000,2026-05-25
Harmonykitchen,مرغ و پستو ریحان,940000,2026-05-25
Harmonykitchen,مارگریتا,690000,2026-05-25
Harmonykitchen,سالسیچا,1280000,2026-05-25
Harmonykitchen,بیکن,1250000,2026-05-25
Harmonykitchen,بیکن و قارچ,1250000,2026-05-25
Harmonykitchen,بوقلمون,1020000,2026-05-25
Harmonykitchen,استیک و پستو فلفل دلمه ای,1400000,2026-05-25
Harmonykitchen,چهارپنیر,852000,2026-05-25
Harmonykitchen,مرغ چیلی,990000,2026-05-25
Harmonykitchen,سبزیجات,780000,2026-05-25
Harmonykitchen,بوقلمون و پنیر خامه ای (تاپینگ سرد),1020000,2026-05-25
Harmonykitchen,سالامی تخمیری,1100000,2026-05-25
Harmonykitchen,ماچیناتا,1290000,2026-05-25
Harmonykitchen,ماریناراپستو,740000,2026-05-25
Harmonykitchen,مرغ و خامه,995000,2026-05-25
Burgerland,سوپر پیتزا پپرونی,839500,2026-05-25
Burgerland,سوپر پیتزا استیک,999500,2026-05-25
Burgerland,سوپر پیتزا چیکن آلفردو,849500,2026-05-25
Burgerland,سوپر پیتزا رست بیف,949500,2026-05-25
Burgerland,سوپر پیتزا چهار فصل,949500,2026-05-25
Crispyland,پیتزا کرانچی رست چیکن,860000,2026-05-25
Crispyland,پیتزا کرانچی پپرونی,890000,2026-05-25
Crispyland,پیتزا کرانچی ویژه,910000,2026-05-25
Crispyland,پیتزا کرانچی رست بیف,1480000,2026-05-25
Crispyland,پیتزا ایتالیایی بیفکا,731000,2026-05-25
Crispyland,پیتزا ایتالیایی فیلتو,980000,2026-05-25
Genaro,پیتزا  آل فونگی,750000.0,2026-05-25
Genaro,پیتزا پپرونی,980000.0,2026-05-25
Genaro,پیتزا وجترینا,790000.0,2026-05-25
Genaro,پیتزا سزار,980000.0,2026-05-25
Genaro,پیتزا میلانو,1090000.0,2026-05-25
Genaro,پیتزا بیانکا,1050000.0,2026-05-25
Genaro,پیتزا پنجره ای,980000.0,2026-05-25
Genaro,پیتزا آل پولو,880000.0,2026-05-25
Genaro,پیتزا بیکن,1080000.0,2026-05-25
Genaro,پیتزا مامامیا,1050000.0,2026-05-25
Genaro,پیتزا گورگونزولا,1060000.0,2026-05-25
Genaro,پیتزا مارگاریتا,750000.0,2026-05-25
Genaro,پیتزا رست بیف,1250000.0,2026-05-25
Genaro,پیتزا ونیزی نوتی,1050000.0,2026-05-25
Genaro,پیتزا کاپری,1050000.0,2026-05-25
Genaro,پیتزا آمریکانا,1090000.0,2026-05-25
Genaro,پیتزا جنارو,1050000.0,2026-05-25
Genaro,پیتزا فورچیز,980000.0,2026-05-25
Genaro,پیتزا سوپریم,960000.0,2026-05-25
Genaro,پیتزا مکزیکانا,1090000.0,2026-05-25
Genaro,پیتزا سیسیلی,980000.0,2026-05-25
Genaro,پیتزا چیکن پستو,980000.0,2026-05-25
